adm0_name,adm1_name,adm1_id,adm2_name,adm3_name,date,policy,travel_ban_intl_out_country_list,travel_ban_intl_in_country_list,no_gathering_size,optional,notes,source,access_date,intensity_group,intensity_group2,intensity_group3,intensity_group4,intensity_group5
USA,Michigan,MI,all,all,3/12/2020,no_gathering,NA,NA,50,N,The Governor issued guidance that limits mass gatherings of more than 50 people.,https://www.cdc.gov/coronavirus/2019-ncov/community/large-events/mass-gatherings-ready-for-covid-19.html,3/17/2020,no_gathering_50_99,,,,
USA,Michigan,MI,all,all,3/24/2020,no_gathering,NA,NA,0,N,no gathering of any size is allowed. gathering within a single household is allowed.,"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-522626--,00.html",3/25/2020,no_gathering,,,,
USA,Michigan,MI,all,all,3/16/2020,paid_sick_leave,NA,NA,NA,N,Provides paid leave for state and local employees who miss work due to COVID-19.,https://www.nga.org/coronavirus/#states,3/17/2020,paid sick leave,,,,
USA,Michigan,MI,all,all,4/3/2020,pos_cases_quarantine,NA,NA,NA,N,"Under Executive Order 2020-36, any and all individuals who test positive for COVID-19 or who display one or more of the principal symptoms, such as fever, atypical cough, and atypical shortness of breath, must remain in their home or place of residence.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-524190--,00.html",4/8/2020,quarantine,,,,
USA,Michigan,MI,all,all,3/16/2020,school_closure,NA,NA,NA,N,"Governor Whitmer ordered closure of all K-12 school buildings, public, private, and boarding schools in the state until April 6, 2020.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-521890--,00.html",3/26/2020,school closure ,,,,
USA,Michigan,MI,all,all,3/24/2020,social_distance,NA,NA,NA,N,"All individuals who leave their home or place of residence must adhere to social distancing measures recommended by the Centers for Disease Control and Prevention, including remaining at least six feet from people from outside the individual’s household to the extent feasible under the circumstances.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-522626--,00.html",3/25/2020,requires social distancing standards anywhere outside home,,,,
USA,Michigan,MI,all,all,3/30/2020,social_distance,NA,NA,NA,N,"Executive Order 2020-32, which places a temporary restriction on non-essential veterinary procedures.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-523628--,00.html",4/7/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Michigan,MI,all,all,3/24/2020,travel_ban_local,"travel restricted to: returning to a place of rsidence from outside state, leave state for a place of residence elsewhere, travel between residences within the state, or to transport children for custody purposes","travel restricted to: returning to a place of rsidence from outside state, leave state for a place of residence elsewhere, travel between residences within the state, or to transport children for custody purposes",NA,N,"All individuals who leave their home or place of residence must adhere to social distancing measures recommended by the Centers for Disease Control and Prevention, including remaining at least six feet from people from outside the individual’s household to the extent feasible under the circumstances.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-522626--,00.html",3/25/2020,limit all non essential within state travel,,,,
USA,Minnesota,MN,all,all,3/11/2020,emergency_declaration,NA,NA,NA,NA,Proposed legislation would grant the Governor the authority to declare a peacetime emergency and allow employees to seek unemployment insurance or paid sick leave should they be quarantined due to COVID-19.,https://www.duluthnewstribune.com/news/government-and-politics/4994049-Minnesota-weighs-unemployment-insurance-for-those-quarantined-due-to-coronavirus,3/26/2020,emergency declaration,,,,
USA,Minnesota,MN,all,all,3/12/2020,travel_ban_local,NA,NA,NA,N,Governor Walz restricted all state business travel for state employees.,https://www.nga.org/coronavirus/#states,3/17/2020,travel ban for govt. employees,,,,
USA,Minnesota,MN,all,all,3/18/2020,paid_sick_leave,NA,NA,NA,N,Provide paid leave for state employees that are unable to work.,https://mn.gov/governor/news/#/detail/appId/1/id/423646,3/26/2020,paid sick leave,,,,
USA,Minnesota,MN,all,all,3/18/2020,school_closure,NA,NA,NA,N,"authorizing the closure of all prekindergarten through grade 12 schools. This order also requires schools to provide care for elementary-age children of health care professionals, first responders, and other emergency workers during previously planned school days. Additionally, the order makes provisions for the continuity of mental health services and requires schools to continue providing meals to students in need. The Department of Health also issued comprehensive guidance for public school districts and charter schools on actions to take during these closures.",https://mn.gov/governor/assets/EO%2020-02%20Final_tcm1055-423073.pdf,3/17/2020,school closure ,,,,
USA,Minnesota,MN,all,all,3/18/2020,social_distance,NA,NA,NA,N,Protect individuals in veterans' homes by restricting visitors; Provide emergency relief to motor carries to support food supplies; and,https://mn.gov/governor/news/#/detail/appId/1/id/423646,3/30/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Minnesota,MN,all,all,3/23/2020,social_distance,NA,NA,NA,N,"Executive Orders 20-14, 20-15, 20-16, and 20-17, which suspend evictions during the peacetime emergency, establish Peacetime Emergency Loans for small businesses, direct non-hospital entities to conduct an inventory of personal protective equipment, and clarify that Executive Order 20-09 on elective surgeries and procedures applies to veterinarians.",https://mn.gov/governor/news/#/detail/appId/1/id/424399,3/26/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Minnesota,MN,all,all,3/17/2020,business_closure,NA,NA,NA,N,"closure of bars, restaurants, hokah bars, teheters, cinemas, gyms, amusement parks, country clubs etc",https://mn.gov/governor/assets/2020_03_16_EO_20_04_Bars_Restaurants_tcm1055-423380.pdf,3/30/2020,food/drink closure,recreation,,,
USA,Minnesota,MN,all,all,3/27/2020,home_isolation,NA,NA,NA,N,"Executive Order 20-20, directing residents to stay at home, and issued a list of activities for which it’s permissible to leave, such as for health and safety activities, necessary supplies and services, and for the care of others. The Governor also announced a Stay Home MN public service announcement campaign through local media channels.",https://mn.gov/governor/assets/3a.%20EO%2020-20%20FINAL%20SIGNED%20Filed_tcm1055-425020.pdf,3/26/2020,mandatory shelter in place,,,,
USA,Minnesota,MN,all,all,4/8/2020,business_closure,NA,NA,NA,N,"included more occupations in designation of what is essential, leading to additional business closure = all non essential businesses closed",https://mn.gov/governor/news/#/detail/appId/1/id/427372,4/9/2020,all non-essentials,,,,
USA,Mississippi,MS,all,all,3/24/2020,business_closure,NA,NA,NA,N,"Executive Order No. 1463 which Suspends dine-in services at restaurants and bars; Restricts visits to hospitals, nursing homes, and long-term care facilities; Directs businesses to allow employees to work from home; and",https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020,food/drink closure,,,,
USA,Mississippi,MS,Lauderdale,all,3/31/2020,business_closure,NA,NA,NA,N,"All nonessential businesses are to stop all activities other than those necessary for minimum operations (e.g. payroll, health insurance, security) and enabling employees to work from home. Restaurants and bars may only remain open for drive-thru, curbside, and/or delivery service.",https://www.wtok.com/content/news/WATCH-LIVE-Gov-Reeves-coronavirus-press-conference--569249351.html,4/9/2020,all non-essentials,,,,
USA,Mississippi,MS,all,all,4/3/2020,business_closure,NA,NA,NA,N,"All nonessential businesses are to stop all activities other than those necessary for minimum operations (e.g. payroll, health insurance, security) and enabling employees to work from home",https://www.sos.ms.gov/Education-Publications/ExecutiveOrders/1466.pdf,4/8/2020,all non-essentials,,,,
USA,Mississippi,MS,all,all,3/14/2020,emergency_declaration,NA,NA,NA,NA,Gov. Reeves declared state of emergency.,https://twitter.com/tatereeves/status/1238892775552225281,3/30/2020,emergency declaration,,,,
USA,Mississippi,MS,Lauderdale,all,3/31/2020,home_isolation,NA,NA,NA,N,a shelter in place order for a county in the state due to increased cases in that region.,https://www.wtok.com/content/news/WATCH-LIVE-Gov-Reeves-coronavirus-press-conference--569249351.html,4/7/2020,mandatory shelter in place,,,,
USA,Mississippi,MS,all,all,4/3/2020,home_isolation,NA,NA,NA,N,a stay at home order for the entire state.,https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home-order.html,4/7/2020,mandatory shelter in place,,,,
USA,Mississippi,MS,all,all,3/24/2020,no_gathering,NA,NA,10,N,Executive Order No. 1463 which limits mass gatherings to 10 or less;,https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020,no_gathering_5_49,,,,
USA,Mississippi,MS,all,all,3/16/2020,paid_sick_leave,NA,NA,NA,N,Provides paid leave for state and local employees who miss work due to COVID-19.,https://www.wlbt.com/2020/03/16/were-this-together-governor-meets-with-coronavirus-task-force/,3/30/2020,paid sick leave,,,,
USA,Mississippi,MS,all,all,3/24/2020,pos_cases_quarantine,NA,NA,NA,N,"if sick, workers should stay home",https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020,quarantine,,,,
USA,Mississippi,MS,all,all,3/20/2020,school_closure,NA,NA,NA,N,the closing of all public schools through April 17 as well as end-of-year tests and accountability measures.,https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020,school closure ,,,,
USA,Mississippi,MS,all,all,3/24/2020,social_distance,NA,NA,NA,N,"Executive Order No. 1463 which Restricts visits to hospitals, nursing homes, and long-term care facilities; ",https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Mississippi,MS,Lauderdale,all,3/31/2020,social_distance,NA,NA,NA,N,"When outside of their homes, people must follow social distancing guidelines by maintaining a 6-foot distance from others and avoid groups of 10 or more.",https://www.wtok.com/content/news/WATCH-LIVE-Gov-Reeves-coronavirus-press-conference--569249351.html,4/9/2020,requires social distancing standards anywhere outside home,,,,
USA,Mississippi,MS,all,all,4/3/2020,social_distance,NA,NA,NA,N,"When outside of their homes, people must follow social distancing guidelines by maintaining a six foot distance from others and avoid groups of 10 or more.",https://www.wapt.com/article/mississippi-shelter-in-place-order/32008926#,4/8/2020,requires social distancing standards anywhere outside home,,,,
USA,Mississippi,MS,all,all,4/7/2020,social_distance,NA,NA,NA,N,waive the in-person requirement for notarizing documents in Mississippi for the duration of the COVID-19 emergency.,https://www.sos.ms.gov/About/Pages/Press-Release.aspx?pr=1103,4/8/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Mississippi,MS,all,all,3/16/2020,work_from_home,NA,NA,NA,N,Require agencies to keep essential employees and send non-essential employees home;,https://www.wlbt.com/2020/03/16/were-this-together-governor-meets-with-coronavirus-task-force/,3/30/2020,govt employees work from home,,,,
USA,Mississippi,MS,all,all,3/24/2020,work_from_home,NA,NA,NA,N,Directs businesses to allow employees to work from home,https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020,work from home,,,,
USA,Missouri,MO,all,all,3/23/2020,business_closure,NA,NA,NA,N,"In accordance with the guidelines from the President and the Centers of Disease Control and Prevention, every person in the State of Missouri shall avoid eating or drinking at restaurants, bars, or food courts; provided, however, that the use of drive-thru, pickup, or delivery options is allowed throughout the duration of this Order.",https://www.lakeexpo.com/news/coronavirus/missouri-governor-orders-closure-of-restaurant-dining-rooms-bans-gatherings-of-more-than-10/article_8f425620-6d27-11ea-afb8-370db8589bc0.html,4/8/2020,food/drink closure,,,,
USA,Missouri,MO,Greene,all,3/30/2020,business_closure,NA,NA,NA,N,stay-at-home orders at asked all non-essential businesses to close to slow the COVID-19 outbreak in Greene County.,https://www.kspr.com/content/news/Authorities-working-to-keep-non-essential-businesses-closed-in-Springfield-569241961.html,4/8/2020,all non-essentials,,,,
USA,Missouri,MO,Adair,Kirksville,4/3/2020,business_closure,NA,NA,NA,N,only essential businesses allowed to operate,http://www.kirksvillecity.com/filestorage/9701/9967/16590/shelter_in_place_.pdf,4/8/2020,all non-essentials,,,,
USA,Missouri,MO,all,all,3/13/2020,emergency_declaration,NA,NA,NA,NA,"Missouri Gov. Mike Parson declared a state of emergency in Missouri in response to the novel coronavirus, COVID-19. The order enables Parson to waive state laws and regulations where necessary and direct state agencies to report any unfair market practices such as price gouging. State of emergency also provides access to approximately $7 million in state funds beyond federal funds Missouri expects to receive.",https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/2020,emergency declaration,,,,
USA,Missouri,MO,all,all,4/7/2020,event_cancel,NA,NA,NA,N,State Board of Education meeting that was to be held on April 6-7 has been cancelled.,https://dese.mo.gov/communications/coronavirus-covid-19-information,4/7/2020,cancel one event,,,,
